"relative_path","filename","experiment","run_id","lifecycle","candidate_id","epoch","size_bytes","sha256","checkpoint_role","canonical_or_mirror","canonical_sha_match","git_lfs_retained","archive_location","archive_verified","backup_copy_1","backup_copy_2","notes"
"reports/Solar Energy Result/Linear_Supplementary/Experiment_B2/20260822T120239Z_seed1234/candidates/B2-P1/checkpoints/checkpoint_epoch_0434.hdf5","checkpoint_epoch_0434.hdf5","Experiment_B2_Plant2_to_Plant1","20260822T120239Z_seed1234","SUPPLEMENTARY_COMPLETED","B2-P1","0434","467520","ccc8eedf5f3ac2080f4e40f40682d19c5fa4aa4b990517286e68c0ba29bd9072","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Supplementary_B2\reports\Solar Energy Result\Linear_Supplementary\Experiment_B2\20260822T120239Z_seed1234\candidates\B2-P1\checkpoints\checkpoint_epoch_0434.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Supplementary/Experiment_B2/20260822T120239Z_seed1234/candidates/B2-P1/checkpoints/checkpoint_epoch_0435.hdf5","checkpoint_epoch_0435.hdf5","Experiment_B2_Plant2_to_Plant1","20260822T120239Z_seed1234","SUPPLEMENTARY_COMPLETED","B2-P1","0435","467520","adb5fadb14b6906c6270c0e8fd330d9a20d0271502b61a3c55d9ce9acecbf214","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Supplementary_B2\reports\Solar Energy Result\Linear_Supplementary\Experiment_B2\20260822T120239Z_seed1234\candidates\B2-P1\checkpoints\checkpoint_epoch_0435.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Supplementary/Experiment_B2/20260822T120239Z_seed1234/candidates/B2-P1/checkpoints/checkpoint_epoch_0436.hdf5","checkpoint_epoch_0436.hdf5","Experiment_B2_Plant2_to_Plant1","20260822T120239Z_seed1234","SUPPLEMENTARY_COMPLETED","B2-P1","0436","467520","8ca66b088c359cf4ef674d9bf5e5d059ff52240b555a6d1181af9567524033f2","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Supplementary_B2\reports\Solar Energy Result\Linear_Supplementary\Experiment_B2\20260822T120239Z_seed1234\candidates\B2-P1\checkpoints\checkpoint_epoch_0436.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Supplementary/Experiment_B2/20260822T120239Z_seed1234/candidates/B2-P1/checkpoints/checkpoint_epoch_0437.hdf5","checkpoint_epoch_0437.hdf5","Experiment_B2_Plant2_to_Plant1","20260822T120239Z_seed1234","SUPPLEMENTARY_COMPLETED","B2-P1","0437","467520","0daf23ecf68dc9dede2c84ab2b8a3d0827bdb68a5eee66357af8951fc1f31f43","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Supplementary_B2\reports\Solar Energy Result\Linear_Supplementary\Experiment_B2\20260822T120239Z_seed1234\candidates\B2-P1\checkpoints\checkpoint_epoch_0437.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Supplementary/Experiment_B2/20260822T120239Z_seed1234/candidates/B2-P1/checkpoints/checkpoint_epoch_0438.hdf5","checkpoint_epoch_0438.hdf5","Experiment_B2_Plant2_to_Plant1","20260822T120239Z_seed1234","SUPPLEMENTARY_COMPLETED","B2-P1","0438","467520","d50917dc2a7ecf40577d9f5b6a9898560d0ae68682e8b15ee75484179ff80353","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Supplementary_B2\reports\Solar Energy Result\Linear_Supplementary\Experiment_B2\20260822T120239Z_seed1234\candidates\B2-P1\checkpoints\checkpoint_epoch_0438.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Supplementary/Experiment_B2/20260822T120239Z_seed1234/candidates/B2-P1/checkpoints/checkpoint_epoch_0439.hdf5","checkpoint_epoch_0439.hdf5","Experiment_B2_Plant2_to_Plant1","20260822T120239Z_seed1234","SUPPLEMENTARY_COMPLETED","B2-P1","0439","467520","002acd35375b868fb362b7e17095a72f6c27a9769266bae55923c5b032c67b76","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Supplementary_B2\reports\Solar Energy Result\Linear_Supplementary\Experiment_B2\20260822T120239Z_seed1234\candidates\B2-P1\checkpoints\checkpoint_epoch_0439.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Supplementary/Experiment_B2/20260822T120239Z_seed1234/candidates/B2-P1/checkpoints/checkpoint_epoch_0440.hdf5","checkpoint_epoch_0440.hdf5","Experiment_B2_Plant2_to_Plant1","20260822T120239Z_seed1234","SUPPLEMENTARY_COMPLETED","B2-P1","0440","467520","c411ae5500a2c67c4df0e45d1d8063bbc0aefd46ff8fc98be39d264cdd1bb56a","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Supplementary_B2\reports\Solar Energy Result\Linear_Supplementary\Experiment_B2\20260822T120239Z_seed1234\candidates\B2-P1\checkpoints\checkpoint_epoch_0440.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Supplementary/Experiment_B2/20260822T120239Z_seed1234/candidates/B2-P1/checkpoints/checkpoint_epoch_0441.hdf5","checkpoint_epoch_0441.hdf5","Experiment_B2_Plant2_to_Plant1","20260822T120239Z_seed1234","SUPPLEMENTARY_COMPLETED","B2-P1","0441","467520","e096f156d289fe965885ab9e70b6b2b93e4a7753e4660cf39df8eb97a344b468","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Supplementary_B2\reports\Solar Energy Result\Linear_Supplementary\Experiment_B2\20260822T120239Z_seed1234\candidates\B2-P1\checkpoints\checkpoint_epoch_0441.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Supplementary/Experiment_B2/20260822T120239Z_seed1234/candidates/B2-P1/checkpoints/checkpoint_epoch_0442.hdf5","checkpoint_epoch_0442.hdf5","Experiment_B2_Plant2_to_Plant1","20260822T120239Z_seed1234","SUPPLEMENTARY_COMPLETED","B2-P1","0442","467520","c8b90ee9bde4b0d19fd313ebb22f61930cc71923eb4d60fca7049c183bdb77a2","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Supplementary_B2\reports\Solar Energy Result\Linear_Supplementary\Experiment_B2\20260822T120239Z_seed1234\candidates\B2-P1\checkpoints\checkpoint_epoch_0442.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Supplementary/Experiment_B2/20260822T120239Z_seed1234/candidates/B2-P1/checkpoints/checkpoint_epoch_0443.hdf5","checkpoint_epoch_0443.hdf5","Experiment_B2_Plant2_to_Plant1","20260822T120239Z_seed1234","SUPPLEMENTARY_COMPLETED","B2-P1","0443","467520","0de8e2e212937edc840db5eb80cb49d1f212548286a129b8ab4eab03955a606f","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Supplementary_B2\reports\Solar Energy Result\Linear_Supplementary\Experiment_B2\20260822T120239Z_seed1234\candidates\B2-P1\checkpoints\checkpoint_epoch_0443.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Supplementary/Experiment_B2/20260822T120239Z_seed1234/candidates/B2-P1/checkpoints/checkpoint_epoch_0444.hdf5","checkpoint_epoch_0444.hdf5","Experiment_B2_Plant2_to_Plant1","20260822T120239Z_seed1234","SUPPLEMENTARY_COMPLETED","B2-P1","0444","467520","594b35b12db5f9050f520251d24b6b9bc99ddf411dc0a527c7763501c1dec26a","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Supplementary_B2\reports\Solar Energy Result\Linear_Supplementary\Experiment_B2\20260822T120239Z_seed1234\candidates\B2-P1\checkpoints\checkpoint_epoch_0444.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Supplementary/Experiment_B2/20260822T120239Z_seed1234/candidates/B2-P1/checkpoints/checkpoint_epoch_0445.hdf5","checkpoint_epoch_0445.hdf5","Experiment_B2_Plant2_to_Plant1","20260822T120239Z_seed1234","SUPPLEMENTARY_COMPLETED","B2-P1","0445","467520","8f728a7c17bb9e17d8c8d6ca3931810abd7ca8597dd6b8fe5baca8289da728ef","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Supplementary_B2\reports\Solar Energy Result\Linear_Supplementary\Experiment_B2\20260822T120239Z_seed1234\candidates\B2-P1\checkpoints\checkpoint_epoch_0445.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Supplementary/Experiment_B2/20260822T120239Z_seed1234/candidates/B2-P1/checkpoints/checkpoint_epoch_0446.hdf5","checkpoint_epoch_0446.hdf5","Experiment_B2_Plant2_to_Plant1","20260822T120239Z_seed1234","SUPPLEMENTARY_COMPLETED","B2-P1","0446","467520","d3039f0cc485f0299e2586c2e01c3820e5c56ed7b757bbf84022aedec42e4c53","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Supplementary_B2\reports\Solar Energy Result\Linear_Supplementary\Experiment_B2\20260822T120239Z_seed1234\candidates\B2-P1\checkpoints\checkpoint_epoch_0446.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Supplementary/Experiment_B2/20260822T120239Z_seed1234/candidates/B2-P1/checkpoints/checkpoint_epoch_0447.hdf5","checkpoint_epoch_0447.hdf5","Experiment_B2_Plant2_to_Plant1","20260822T120239Z_seed1234","SUPPLEMENTARY_COMPLETED","B2-P1","0447","467520","4477641f9a308e71e70ce6da4b68f0e11bee1761ddd5dd84b2ac0bda8247ed04","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Supplementary_B2\reports\Solar Energy Result\Linear_Supplementary\Experiment_B2\20260822T120239Z_seed1234\candidates\B2-P1\checkpoints\checkpoint_epoch_0447.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Supplementary/Experiment_B2/20260822T120239Z_seed1234/candidates/B2-P1/checkpoints/checkpoint_epoch_0448.hdf5","checkpoint_epoch_0448.hdf5","Experiment_B2_Plant2_to_Plant1","20260822T120239Z_seed1234","SUPPLEMENTARY_COMPLETED","B2-P1","0448","467520","2c8fe4934633d63782aa529269526430f0ff3e394aebb4f0d8de1591549a2fe4","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Supplementary_B2\reports\Solar Energy Result\Linear_Supplementary\Experiment_B2\20260822T120239Z_seed1234\candidates\B2-P1\checkpoints\checkpoint_epoch_0448.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Supplementary/Experiment_B2/20260822T120239Z_seed1234/candidates/B2-P1/checkpoints/checkpoint_epoch_0449.hdf5","checkpoint_epoch_0449.hdf5","Experiment_B2_Plant2_to_Plant1","20260822T120239Z_seed1234","SUPPLEMENTARY_COMPLETED","B2-P1","0449","467520","68428a9b3c4da4ca71f35b98eabcd973d5a54fbadc6f6ba350279801ab176a2d","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Supplementary_B2\reports\Solar Energy Result\Linear_Supplementary\Experiment_B2\20260822T120239Z_seed1234\candidates\B2-P1\checkpoints\checkpoint_epoch_0449.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Supplementary/Experiment_B2/20260822T120239Z_seed1234/candidates/B2-P1/checkpoints/checkpoint_epoch_0450.hdf5","checkpoint_epoch_0450.hdf5","Experiment_B2_Plant2_to_Plant1","20260822T120239Z_seed1234","SUPPLEMENTARY_COMPLETED","B2-P1","0450","467520","a41fe5e3ef950f51616ac2893bf6f85736e234f562502d7e429d28f89c7b26dc","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Supplementary_B2\reports\Solar Energy Result\Linear_Supplementary\Experiment_B2\20260822T120239Z_seed1234\candidates\B2-P1\checkpoints\checkpoint_epoch_0450.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Supplementary/Experiment_B2/20260822T120239Z_seed1234/candidates/B2-P1/checkpoints/checkpoint_epoch_0451.hdf5","checkpoint_epoch_0451.hdf5","Experiment_B2_Plant2_to_Plant1","20260822T120239Z_seed1234","SUPPLEMENTARY_COMPLETED","B2-P1","0451","467520","8148e7afc1229e85e1d92d97712b28cffe81191dc58d9c429ca0faa8ed535d30","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Supplementary_B2\reports\Solar Energy Result\Linear_Supplementary\Experiment_B2\20260822T120239Z_seed1234\candidates\B2-P1\checkpoints\checkpoint_epoch_0451.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Supplementary/Experiment_B2/20260822T120239Z_seed1234/candidates/B2-P1/checkpoints/checkpoint_epoch_0452.hdf5","checkpoint_epoch_0452.hdf5","Experiment_B2_Plant2_to_Plant1","20260822T120239Z_seed1234","SUPPLEMENTARY_COMPLETED","B2-P1","0452","467520","330f9ac708d189d6994de2d7091bf62165ab46400a1aa9cbdee2165b2ef33bb8","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Supplementary_B2\reports\Solar Energy Result\Linear_Supplementary\Experiment_B2\20260822T120239Z_seed1234\candidates\B2-P1\checkpoints\checkpoint_epoch_0452.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Supplementary/Experiment_B2/20260822T120239Z_seed1234/candidates/B2-P1/checkpoints/checkpoint_epoch_0453.hdf5","checkpoint_epoch_0453.hdf5","Experiment_B2_Plant2_to_Plant1","20260822T120239Z_seed1234","SUPPLEMENTARY_COMPLETED","B2-P1","0453","467520","d5a2e26f9e8cf47d9602f574c1739ee867298910a3da54258d63ee8dbf1ee613","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Supplementary_B2\reports\Solar Energy Result\Linear_Supplementary\Experiment_B2\20260822T120239Z_seed1234\candidates\B2-P1\checkpoints\checkpoint_epoch_0453.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Supplementary/Experiment_B2/20260822T120239Z_seed1234/candidates/B2-P1/checkpoints/checkpoint_epoch_0454.hdf5","checkpoint_epoch_0454.hdf5","Experiment_B2_Plant2_to_Plant1","20260822T120239Z_seed1234","SUPPLEMENTARY_COMPLETED","B2-P1","0454","467520","166422c29d8a604abe172907fac243ad6e297f6a6d60f8aec773d4b19375e7a8","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Supplementary_B2\reports\Solar Energy Result\Linear_Supplementary\Experiment_B2\20260822T120239Z_seed1234\candidates\B2-P1\checkpoints\checkpoint_epoch_0454.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Supplementary/Experiment_B2/20260822T120239Z_seed1234/candidates/B2-P1/checkpoints/checkpoint_epoch_0455.hdf5","checkpoint_epoch_0455.hdf5","Experiment_B2_Plant2_to_Plant1","20260822T120239Z_seed1234","SUPPLEMENTARY_COMPLETED","B2-P1","0455","467520","7851a5311a7440765dc40838612feddca06c27c5568ad7b2197984df9707c692","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Supplementary_B2\reports\Solar Energy Result\Linear_Supplementary\Experiment_B2\20260822T120239Z_seed1234\candidates\B2-P1\checkpoints\checkpoint_epoch_0455.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Supplementary/Experiment_B2/20260822T120239Z_seed1234/candidates/B2-P1/checkpoints/checkpoint_epoch_0456.hdf5","checkpoint_epoch_0456.hdf5","Experiment_B2_Plant2_to_Plant1","20260822T120239Z_seed1234","SUPPLEMENTARY_COMPLETED","B2-P1","0456","467520","7197018e9210b3b2f5b1b2a0c305ac53c1564e10ada65ecbefd14de03743798f","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Supplementary_B2\reports\Solar Energy Result\Linear_Supplementary\Experiment_B2\20260822T120239Z_seed1234\candidates\B2-P1\checkpoints\checkpoint_epoch_0456.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
